HolderAddress,Balance
0x3845d90CC1dC8E081895B607106b0d7d6Ed6FF5b,5
0x3839AcF1ee7699D1F46b1BE840D8aD8317FDf757,5
0x2FAA3fB37c30140933521D71e0F3aae6917B9b7f,5
0x2eCA24783C563296181Ab2db0887Ce7c9F906247,5
0x2b3fC3Bcd2899EB2e24deaf5D5BA48b3401c03D8,5
0x2971537b12a3f1268307072Ae5581B91C74F95C3,5
0x26AaDec1a85d75267237ff4fb5ea1F1172f40557,5
0x26A316d025fAc13AD74176a433E32C42Fa5E1298,5
0x21c186704436e375533E8Ac55c0d0B9A7e879143,5
0x190E181Ea4f4D9DA02C59265d506CB010293bB96,5
0x16Aa28569eD5b88b76B67249e3381BEc7eFE6EfF,5
0x0F28FA701EdA5Db150F2C6ccfA220E75cD839Efe,5
0x0AE6090e2f2E4A5cF8ed7390AE6Db3376f3ce893,5
0x0774B7E4661AFbcdF270e5e575b2571b9b23f8b2,5
0x064Bde08E9B468f6be0E9C16934A52AAEf9c2caa,5
0x06196b8ca223D344f9886AB8D187c4e4f5883aB6,5
0x03bAB0Ff124B7650A99c58D22E3538ee55Bd0799,5
0xFfCC2Bd6C221235f7D662109aC35f4Ffaf3B8650,4
0xFf16B194EE39aF403a6857E6cFbB90C5ed6d40b8,4
0xFeA35ce9f91b95d432136BFa8Dd0e647A4e8a713,4
0xfdB2c5D57e1db5B1d57AFabdD0A78fEa1B922865,4
0xFbAC5EdbeB3e6ACc3f87b7267b6200fe9425d6c3,4
0xF8Af3202daf79b31cB35Eb6C4c5473F15992C0ec,4
0xF67677781198d6e2b113d926fFffae86C7e3074a,4
0xF37d78cf4A9EB0Fe29C2b35F124C9893d1EE6Fcf,4
0xF14172510504A013620182C39b9ae2366274239B,4
0xEd79B9F38e4B023C4709cEFDd0DA54c77EFC34c9,4
0xe956dd67A32064BE55fd76D4e29b211aBE3B288c,4
0xE88A6Ef304F76091Eb76bD14dfe3Eb86E4dee879,4
0xE64D293eba2e322217fffBaf647810aCc22e6D7d,4
0xe5E1a7eD0B9515199BFF793c223A299D9fa1B5e2,4
0xe1723D29e579F25bBe89eE89604F09285e1E288D,4
0xe025b7307b82e4A307B0aEE420868B7b5BF7089b,4
0xd8E9Acb720C88059262a4e863BD47d21D81f27B3,4
0xD8C4bd81162CFeE0bc32111b7b821E80cBedF244,4
0xd5F56eb33DBeD98260b86a936824222be30b7D59,4
0xd59364bd35da07144B637fa722f23544DF0EF878,4
0xC93401aCFb3760F618EE1EcC18d937402B7C6cfc,4
0xC8385829ebb0c989545250aA6113C4FA6a13a84D,4
0xc7b441a138C5D4009b740d32dE490AE2Ffe43e9A,4
0xc66E9BD7176aBF09DB46b563C6a21262Fe2578ac,4
0xC6411ca5A80dEB7ABc0827DA82E2DDB9C906614a,4
0xC54D03Ee47F139627a32b77d17cf35F51A136063,4
0xc53866124cc286C406adC04fcCdD127E7896a8c6,4
0xC47EE8b101aB4a4F45aa2EC2518bf00d3ce794dD,4
0xc248414b7e1C14852B01Ce891Cdb18fe2F482B4F,4
0xBfad994D3Bc13369E9dF6057A4e62c8cd26EDD61,4
0xBa208E6C6B5f3A0FfD41f84fa833176d914E57c8,4
0xb963e0c0F7Bd2f6d2cf6b69B91705aB530E55C77,4
0xB941D0971d106De7AC27483590bc047A7bF01b7B,4
0xB9001DDfa3B2069ba2702b3458dc3a4c3D8C073D,4
0xB7B92046717DD641E7BBF4E41fdF747290d8A99F,4
0xb6250dB67f0E245CE5EB3412B9a765FeD573F3eE,4
0xB615028cF286a201A7910aD52a7163fbCc2e46ee,4
0xb4649B81064c0BcBbF4810716c9Eb3bF1D0b6e82,4
0xB3E70737E44385f4A4D6110e42d61CC084b18C8b,4
0xB0b46e19fF04A6FdA2BFAc0B0051753B03517609,4
0xAbD5f6A1d3e5b13b89F0Ee430A7Dd17F7b4F8118,4
0xab29b9534e1eF6DAAF4c030C7674D5113bD9F550,4
0xaa30DdEB9B66Dc513bF5cE226ab14a1876791685,4
0xa9592B0D848963B2d487039f57dc5aE2C6308b66,4
0xA78A81B193a1897EE4dc88D0E50a2283199bd090,4
0xA4328AbA4140F36699211aA408AeCF181f180D52,4
0xa04094DC5cc8BCD5E88f98aecd2B8aA18c96233e,4
0x9FC170ef21Ad694f699d5857d31B41202F6D8217,4
0x923BD57c0faE2B430C2a760D4ddb1e99E713F9eA,4
0x910e4B0D9001Cd046B2D7656921201AB1948E3ee,4
0x9037AC802FBec2442d407952217BA13ed51C4EC5,4
0x8f289ac13bEEeCD92391f5CBeBEbc1594Dd0C1e8,4
0x8C712042487c91340C9bcB8c5A5e40bd337c3230,4
0x8a7d5ba462c2130e02d9A3f4C08A140220fc1204,4
0x883987e2E374021DB4D1A902e46834559394AADA,4
0x87254fA974707FD81dA3ECD2866EF421258Ef404,4
0x85a2Cff5f92d441D253349e7028Ed3F8119fC22C,4
0x841D5E6520c3bDd944a0673529466F3103C68fD6,4
